id,premises_name,legal_entity,address,town,region
qe-11-pharmacy-limited-canterbury,QE 11 Pharmacy Limited,QE 11 Pharmacy Limited,"Shop 1, 251 Travis Road, New Brighton, Christchurch, 8083, Canterbury",Canterbury,South Island | Te Waipounamu
qualmed-canterbury,Qualmed,Qualpharm Limited,"44 Mandeville Street, Riccarton, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
queen-street-pharmacy-nelson-marlborough,Queen Street Pharmacy,Queen St Pharmacy Limited,"215 Queen Street, Richmond, Nelson, 7020, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
queenstown-pharmacy-southern,Queenstown Pharmacy,Queenstown Allergy Pharmacy Limited,"Queenstown Medical Centre Building, 9 Isle Street, Queenstown, 9300, Southern",Southern,South Island | Te Waipounamu
rangiora-pharmacy-southern,Rangiora Pharmacy,Rangiora Pharmacy Limited,"17 Durham Street Rangiora 7400, Southern",Southern,South Island | Te Waipounamu
redcliffs-pharmacy-canterbury,Redcliffs Pharmacy,Redcliffs Pharmacy Limited,"95 Main Road Redcliffs Christchurch 8081, Canterbury",Canterbury,South Island | Te Waipounamu
redwood-pharmacy-2021-limited-canterbury,Redwood Pharmacy (2021) Limited,Redwood Pharmacy (2021) Limited,"282 Main North Road Redwood Christchurch 8051, Canterbury",Canterbury,South Island | Te Waipounamu
remedy-pharmacy-riccarton-canterbury,Remedy Pharmacy - Riccarton,Riccarton Encounter Limited,"107 Wainui Street Riccarton Christchurch 8041, Canterbury",Canterbury,South Island | Te Waipounamu
remedy-pharmacy-st-albans-canterbury,Remedy Pharmacy - St Albans,Encounter Health Limited,"250 Springfield Road St Albans Christchurch 8014, Canterbury",Canterbury,South Island | Te Waipounamu
remedy-pharmacy-st-george-s-canterbury,Remedy Pharmacy St George's,Shined Encounter Limited,"Canon Wilford Wing of St George's Hospital 249 Papanui Road Merivale Christchurch 8014, Canterbury",Canterbury,South Island | Te Waipounamu
roberts-pharmacy-south-canterbury,Roberts Pharmacy,B T Roberts Limited,"Unit 1, 45 Heaton Street Parkside Timaru 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
roslyn-pharmacy-southern,Roslyn Pharmacy,Roslyn Village Pharmacy Limited,"Unit 287A & Unit 287C Highgate, Roslyn, Dunedin, 9010, Southern",Southern,South Island | Te Waipounamu
searles-allenton-pharmacy-canterbury,Searles Allenton Pharmacy,Searles Allenton Pharmacy [Ash] Limited,"67 Harrison Street Allenton Ashburton 7700, Canterbury",Canterbury,South Island | Te Waipounamu
selwyn-community-pharmacy-canterbury,Selwyn Community Pharmacy,Selwyn Community Pharmacy Limited,"5B Gerald Street, Lincoln, 7608, Canterbury",Canterbury,South Island | Te Waipounamu
selwyn-village-pharmacy-canterbury,Selwyn Village Pharmacy,Wong Health Limited,"316 Selwyn Street, Spreydon, Christchurch, 8024, Canterbury",Canterbury,South Island | Te Waipounamu
shields-pharmacy-limited-canterbury,Shields Pharmacy Limited,Shields Pharmacy Limited,"95 Main North Road Papanui CHRISTCHURCH 8052, Canterbury",Canterbury,South Island | Te Waipounamu
shirley-dispensary-canterbury,Shirley Dispensary,Shirley Dispensary 2025 Limited,"13 Marshland Road Shirley Christchurch 8061, Canterbury",Canterbury,South Island | Te Waipounamu
silverstream-kaiapoi-pharmacy-canterbury,Silverstream Kaiapoi Pharmacy,RKM Family Limited,"Shop 10, 42 Silverstream Boulevard Kaiapoi Christchurch 7630, Canterbury",Canterbury,South Island | Te Waipounamu
st-albans-pharmacy-canterbury,St Albans Pharmacy,St Albans Pharmacy (1999) Limited,"1073 Colombo Street St Albans CHRISTCHURCH 8014, Canterbury",Canterbury,South Island | Te Waipounamu
st-martins-pharmacy-canterbury,St Martins Pharmacy,St Martins Pharmacies 2025 Limited,"Shop 2, 92 Wilsons Road South, Saint Martins, Christchurch, 8022, Canterbury",Canterbury,South Island | Te Waipounamu
stan-s-7-day-pharmacy-rangiora-canterbury,Stan's 7 Day Pharmacy Rangiora,Rangiora Encounter Limited,"Shop 4, 15 Ashley Street Rangiora 7400, Canterbury",Canterbury,South Island | Te Waipounamu
stay-well-pharmacy-canterbury,Stay Well Pharmacy,Stay Well Pharmacy Limited,"Unit 3, 21-35 Shands Road, Hornby, Christchurch, 8042, Canterbury",Canterbury,South Island | Te Waipounamu
sumner-pharmacy-canterbury,Sumner Pharmacy,D & L Bell Limited,"17 Wakefield Avenue Sumner CHRISTCHURCH 8081, Canterbury",Canterbury,South Island | Te Waipounamu
sylvan-bank-pharmacy-southern,Sylvan Bank Pharmacy,Sylvan Bank Pharmacy (2010) Limited,"231 Yarrow Street Richmond INVERCARGILL 9810, Southern",Southern,South Island | Te Waipounamu
tahunanui-pharmacy-nelson-marlborough,Tahunanui Pharmacy,Tahunanui Pharmacy Limited,"11 Tahunanui Drive, Tahunanui, Nelson, 7011, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
temuka-pharmacy-south-canterbury,Temuka Pharmacy,Temuka Pharmacy 2012 Limited,"81 King Street TEMUKA 7920, South Canterbury",South Canterbury,South Island | Te Waipounamu
the-pharmacy-phillipstown-canterbury,The Pharmacy @ Phillipstown,Eco Rx Limited,"270 Ferry Road Waltham Christchurch 8011, Canterbury",Canterbury,South Island | Te Waipounamu
three-rivers-pharmacy-canterbury,Three Rivers Pharmacy,Searles Allenton Pharmacy [Ash] Limited,"7-11 Allens Road Allenton Ashburton 7700, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-alexandra-pharmacy-southern,Unichem Alexandra Pharmacy,Alexandra Pharmacy (2013) Limited,"4 Centennial Avenue Alexandra 9320, Southern",Southern,South Island | Te Waipounamu
unichem-arrowtown-pharmacy-southern,Unichem Arrowtown Pharmacy,Mitchells Pharmacy Limited,"20 Buckingham Street Arrowtown 9302, Southern",Southern,South Island | Te Waipounamu
unichem-ascot-pharmacy-southern,Unichem Ascot Pharmacy,Ascot Pharmacy Invercargill Limited,"706 Tay Street Hawthorndale Invercargill 9810, Southern",Southern,South Island | Te Waipounamu
unichem-bealey-ave-pharmacy-canterbury,Unichem Bealey Ave Pharmacy,Bealey Ave Pharmacy Limited,"Unit 3, 212 Bealey Avenue, Christchurch Central, Christchurch, 8013, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-belfast-pharmacy-canterbury,Unichem Belfast Pharmacy,Thomas and William CK CO Limited,"Unit 8/812 Main North Road, Belfast, Christchurch, 8051, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-bishopdale-pharmacy-canterbury,Unichem Bishopdale Pharmacy,Bishopdale Pharmacy Limited,"37 and 39 Bishopdale Court Bishopdale CHRISTCHURCH 8053, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-brighton-village-pharmacy-canterbury,Unichem Brighton Village Pharmacy,Brighton Village Pharmacy (2024) Limited,"183 Shaw Avenue, New Brighton, Christchurch 8083, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-cashel-pharmacy-canterbury,Unichem Cashel Pharmacy,The Dispensaries Limited,"Shop 3/111 Cashel Street, Christchurch Central, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-central-pharmacy-mosgiel-southern,Unichem Central Pharmacy Mosgiel,Gordon Road Pharmacy Limited,"130 Gordon Road Mosgiel 9024, Southern",Southern,South Island | Te Waipounamu
unichem-crisps-pharmacy-canterbury,Unichem Crisps Pharmacy,Crisps Pharmacy 2020 Limited,"Shop 2, 283 Wairakei Road, Bryndwr, Christchurch, 8041, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-eastern-pharmacy-canterbury,Unichem Eastern Pharmacy,Aranui Pharmacy (2006) Limited,"338 Pages Road Aranui Christchurch 8061, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-eastgate-pharmacy-canterbury,Unichem Eastgate Pharmacy,King Pharmacy Group Limited,"Shops 309-310, Eastgate Shopping Centre 6 Buckleys Road Linwood CHRISTCHURCH 8062, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-elmwood-pharmacy-canterbury,Unichem Elmwood Pharmacy,Elmwood Pharmacy 2008 Limited,"3 Normans Road, Strowan, Christchurch, 8052, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-fenwicks-pharmacy-canterbury,Unichem Fenwicks Pharmacy,T R Fenwick Limited,"Ground Floor 129 Williams Street KAIAPOI 7630, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-forte-pharmacy-canterbury,Unichem Forte Pharmacy,The Dispensaries Limited,"Shop 4, 151 Kilmore Street, Central City, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-grays-pharmacy-southern,Unichem Grays Pharmacy,Turtle's Pharmacy Limited,"62 Clyde Street BALCLUTHA 9230, Southern",Southern,South Island | Te Waipounamu
unichem-highfield-mall-south-canterbury,Unichem Highfield Mall,Highfield Mall Pharmacy Limited,"Shop 4, 5 and 6 Highfield Mall, 145 Wai-iti Road Timaru 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
unichem-ilam-healthworks-pharma-x001a-y-canterbury,Unichem Ilam Healthworks Pharma_x001A_y,Healthworks (2025) Limited,"Tenancy 1, Ground Floor, 110 Memorial Avenue, Burnside, Christchurch, 8053, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-invercargill-pharmacy-southern,Unichem Invercargill Pharmacy,Stewart's Pharmacy (2014) Limited,"Shop T.45, 39 Esk Street, Invercargill, 9810, Southern",Southern,South Island | Te Waipounamu
unichem-jack-s-point-pharmacy-southern,Unichem Jack's Point Pharmacy,Remarkables Park Pharmacy Limited,"120a Maori Jack Road Jack's Point Queenstown 9371, Southern",Southern,South Island | Te Waipounamu
unichem-knox-pharmacy-southern,Unichem Knox Pharmacy,Knox Pharmacy 2010 Limited,"402 George Street North Dunedin Dunedin 9016, Southern",Southern,South Island | Te Waipounamu
unichem-lincoln-road-pharmacy-canterbury,Unichem Lincoln Road Pharmacy,Carensave Pharmacy Management Limited,"Unit D, Annex Building, 30 Lincoln Road Hillmorton Christchurch 8024, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-medical-corner-pharmacy-canterbury,Unichem Medical Corner Pharmacy,SKP18 Limited,"237A High Street Rangiora 7400, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-moorhouse-pharmacy-canterbury,Unichem Moorhouse Pharmacy,Moorhouse Pharmacy 2003 Limited,"3 Pilgrim Place Sydenham Christchurch 8011, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-motueka-pharmacy-nelson-marlborough,Unichem Motueka Pharmacy,Tasman Pharmacies Limited,"162 High Street MOTUEKA 7120, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
unichem-north-end-pharmacy-southern,Unichem North End Pharmacy,Babington's Pharmacy Limited,"411B Thames Highway, Oamaru North, Oamaru, 9400, Southern",Southern,South Island | Te Waipounamu
unichem-olsen-s-pharmacy-west-coast,Unichem Olsen's Pharmacy,Faywells Limited,"1 Guinness Street Greymouth 7805, West Coast",West Coast,South Island | Te Waipounamu
unichem-parklands-medical-pharmacy-canterbury,Unichem Parklands Medical Pharmacy,Parklands Pharmacy (2015) Limited,"Ground Floor Unit A, 345 Mairehau Road Parklands Christchurch 8083, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-parklands-pharmacy-canterbury,Unichem Parklands Pharmacy,Parklands Pharmacy (2015) Limited,"Shops 4-6, Parklands Shopping Centre 60 Queenspark Drive Parklands CHRISTCHURCH 8083, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-parkside-pharmacy-canterbury,Unichem Parkside Pharmacy,PA-MA-KO Limited,"2 Riccarton Avenue, Christchurch Central, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-prestons-pharmacy-canterbury,Unichem Prestons Pharmacy,Prestons Pharmacy Limited,"Shop 3, 420 Marshland Road Prestons Christchurch 8083, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-quin-s-gore-pharmacy-southern,Unichem Quin's Gore Pharmacy,Quins Gore Pharmacy Limited,"104 Main Street Gore 9710, Southern",Southern,South Island | Te Waipounamu
unichem-ravenswood-pharmacy-canterbury,Unichem Ravenswood Pharmacy,Ravenswood Pharmacy Limited,"11/6 Clayton Place Woodend 7610, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-redwoodtown-pharmacy-nelson-marlborough,Unichem Redwoodtown Pharmacy,Rx Redwoodtown Limited,"70 Cleghorn Street, Redwoodtown, Blenheim 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
unichem-remarkables-pharmacy-southern,Unichem Remarkables Pharmacy,Remarkables Park Pharmacy Limited,"Remarkables Park Shopping Centre 53/12 Hawthorne Drive Frankton Queenstown 9300, Southern",Southern,South Island | Te Waipounamu
unichem-riccarton-clinic-pharmacy-canterbury,Unichem Riccarton Clinic Pharmacy,Radius Pharmacy Riccarton Limited,"4 Yaldhurst Road Upper Riccarton CHRISTCHURCH 8041, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-richmond-mall-pharmacy-nelson-marlborough,Unichem Richmond Mall Pharmacy,Richmond Mall Pharmacy (2001) Limited,"Richmond Mall, Shop 106, 216 Queen Street, Richmond, 7020, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
unichem-riverton-pharmacy-southern,Unichem Riverton Pharmacy,Riverton Pharmacy 2023 Limited,"168 Palmerston Street Riverton 9822, Southern",Southern,South Island | Te Waipounamu
unichem-rolleston-central-pharmacy-canterbury,Unichem Rolleston Central Pharmacy,Rolleston Central (2024) Limited,"Shop 3, Rolleston Square East, 9 Masefield Drive, Rolleston 7614, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-rolleston-village-pharmacy-canterbury,Unichem Rolleston Village Pharmacy,Rolleston Pharmacy (2024) Limited,"Shop 8, Rolleston Shopping Centre, 92 Rolleston Drive, Rolleston 7614, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-shotover-pharmacy-southern,Unichem Shotover Pharmacy,Summerfield's Frankton Pharmacy Limited,"Queenstown Country Club, 2 Thirteenth Avenue, Lower Shotover, Queenstown, 9300, Southern",Southern,South Island | Te Waipounamu
unichem-southcity-pharmacy-southern,Unichem Southcity Pharmacy,South City Pharmacy Invercargill Limited,"248 Elles Road Strathern Invercargill 9812, Southern",Southern,South Island | Te Waipounamu
unichem-spitfire-square-pharmacy-canterbury,Unichem Spitfire Square Pharmacy,Kiwi Chemist Limited,"Spitfire Square Shop 14, 544 Memorial Avenue Christchurch Airport Christchurch 8053, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-springlands-pharmacy-nelson-marlborough,Unichem Springlands Pharmacy,Neptune Pharmacy (2017) Limited,"Shop 2, 131 Middle Renwick Road, Springlands, Blenheim, 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
unichem-stantons-pharmacy-canterbury,Unichem Stantons Pharmacy,Stantons Halswell Limited,"Shop 6, 346 Halswell Road, Halswell, Christchurch, 8025, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-summerfield-s-pharmacy-southern,Unichem Summerfield's Pharmacy,Summerfield's Frankton Pharmacy Limited,"Unit 1,2 & 3 1091 Frankton Road QUEENSTOWN 9300, Southern",Southern,South Island | Te Waipounamu
unichem-taieri-pharmacy-southern,Unichem Taieri Pharmacy,Taieri Pharmacy (2015) Limited,"2 Factory Road MOSGIEL 9024, Southern",Southern,South Island | Te Waipounamu
unichem-te-nikau-pharmacy-west-coast,Unichem Te Nikau Pharmacy,Faywells Limited,"146 High Street Greymouth 7805, West Coast",West Coast,South Island | Te Waipounamu
unichem-templeton-pharmacy-canterbury,Unichem Templeton Pharmacy,Templeton Pharmacy (2015) Limited,"5 Kirk Road Templeton Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-ufs-pharmacy-southern,Unichem UFS Pharmacy,Mills Pharmacy (2007) Limited,"76 Tay Street Invercargill 9810, Southern",Southern,South Island | Te Waipounamu
unichem-union-street-pharmacy-canterbury,Unichem Union Street Pharmacy,Union Street Pharmacy (2024) Limited,"18 Union Street, New Brighton, Christchurch 8061, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-waikiwi-pharmacy-southern,Unichem Waikiwi Pharmacy,Waikiwi Pharmacy (2005) Limited,"280 North Road Waikiwi INVERCARGILL 9810, Southern",Southern,South Island | Te Waipounamu
unichem-west-melton-pharmacy-canterbury,Unichem West Melton Pharmacy,West Melton Pharmacy Limited,"Shop 12, 736 Weedons Ross Road, West Melton, 7618, Canterbury",Canterbury,South Island | Te Waipounamu
unichem-wigram-pharmacy-canterbury,Unichem Wigram Pharmacy,T6 Harvard Chemist Limited,"The Landing Shop 8, 102 The Runway Wigram Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
university-pharmacy-canterbury-canterbury,University Pharmacy Canterbury,Happyout Limited,"Unit 6, James Hight Undercroft, University of Canterbury, University Drive, Ilam, Christchurch, 8041, Canterbury",Canterbury,South Island | Te Waipounamu
urgent-pharmacy-dunedin-southern,Urgent Pharmacy Dunedin,The Associated Chemists Limited,"18 Filleul Street Dunedin Central Dunedin 9016, Southern",Southern,South Island | Te Waipounamu
victory-square-pharmacy-nelson-marlborough,Victory Square Pharmacy,SDM Limited,"172 St Vincent Street, Victory Square, Nelson, 7010, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
vitahub-pharmacy-faringdon-canterbury,Vitahub Pharmacy Faringdon,Vitacare Limited,"423 Springston Rolleston Road Rolleston 7615, Canterbury",Canterbury,South Island | Te Waipounamu
waihemo-pharmacy-southern,Waihemo Pharmacy,Graamans Health Development Limited,"132 Ronaldsay Street PALMERSTON 9340, Southern",Southern,South Island | Te Waipounamu
waimate-pharmacy-south-canterbury,Waimate Pharmacy,Hook Holdings Limited,"84 Queen Street, Waimate, 7924, South Canterbury",South Canterbury,South Island | Te Waipounamu
wairau-pharmacy-nelson-marlborough,Wairau Pharmacy,Wairau Pharmacy 2008 Limited,"47 Scott Street BLENHEIM 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
wakefield-pharmacy-nelson-marlborough,Wakefield Pharmacy,Wakefield Pharmacy 2019 Limited,"4 Edward Street Wakefield 7025, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
waltham-pharmacy-canterbury,Waltham Pharmacy,St Martins Pharmacies 2025 Limited,"87 Waltham Road, Waltham, Christchurch, 8023, Canterbury",Canterbury,South Island | Te Waipounamu
